"project","path","loc","functions","functionDecls","functionExprs","namedFuncExprs"
"KiwiIRC","/Users/keheliya/dev/top_hybrid/KiwiIRC/server_modules/web_agent_debugger.js",22,1,0,1,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/app.js",391,17,12,19,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/bcrypt.js",43,3,2,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/install/databases.js",104,2,3,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/loader.js",339,14,5,23,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/minifier.js",80,5,2,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/admin.js",154,18,5,21,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/advanced/logs.js",42,4,0,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/appearance/customise.js",33,4,0,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/appearance/skins.js",74,5,1,8,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/appearance/themes.js",93,8,1,10,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/extend/widgets.js",203,13,5,18,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/general/dashboard.js",445,14,11,17,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/general/languages.js",9,2,0,2,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/general/sounds.js",33,4,0,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/manage/categories.js",391,38,8,42,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/manage/flags.js",89,12,5,13,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/manage/groups.js",250,31,0,32,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/manage/tags.js",143,14,6,16,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/manage/users.js",305,29,8,31,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/modules/iconSelect.js",47,4,0,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/modules/search.js",118,8,2,9,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/modules/selectable.js",81,9,2,10,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/admin/settings.js",170,12,2,15,1
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/ajaxify.js",309,12,3,26,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/app.js",616,39,12,58,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/account/edit.js",350,25,17,26,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/account/favourites.js",46,3,2,4,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/account/followers.js",20,1,0,2,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/account/following.js",16,1,0,2,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/account/header.js",35,3,2,4,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/account/posts.js",47,3,2,4,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/account/profile.js",128,9,6,10,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/account/settings.js",72,6,0,7,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/account/topics.js",46,3,2,4,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/category.js",354,25,7,34,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/categoryTools.js",213,12,16,14,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/chats.js",281,21,4,33,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/footer.js",70,2,6,2,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/groups/details.js",18,2,0,3,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/home.js",79,5,2,7,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/infinitescroll.js",90,5,1,9,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/login.js",63,5,0,8,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/notifications.js",28,4,0,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/pagination.js",109,8,2,11,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/popular.js",38,3,2,4,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/recent.js",115,6,2,12,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/register.js",216,15,7,20,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/reset.js",29,3,0,4,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/reset_code.js",56,4,0,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/search.js",36,4,0,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/tag.js",43,3,1,4,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/tags.js",65,7,1,10,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/topic/browsing.js",108,2,6,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/topic/events.js",225,7,14,9,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/topic/fork.js",137,4,11,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/topic/move.js",101,4,6,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/topic/postTools.js",350,34,19,37,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/topic/posts.js",256,11,10,15,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/topic/threadTools.js",170,17,2,21,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/topic.js",202,6,6,13,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/unread.js",152,13,7,14,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/client/users.js",184,15,8,16,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/helpers.js",36,1,0,4,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/alerts.js",98,8,4,10,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/chat.js",404,31,6,45,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/composer/categoryList.js",43,5,0,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/composer/controls.js",46,1,0,4,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/composer/drafts.js",69,3,3,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/composer/formatting.js",100,2,0,12,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/composer/preview.js",48,3,0,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/composer/resize.js",153,3,9,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/composer/tags.js",76,5,2,9,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/composer/uploads.js",326,13,15,20,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/composer.js",512,20,19,28,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/csrf.js",15,1,0,3,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/navigator.js",232,9,6,22,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/notifications.js",113,7,3,8,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/search.js",121,8,0,16,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/settings/array.js",148,8,3,12,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/settings/checkbox.js",37,1,0,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/settings/key.js",222,4,6,8,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/settings/number.js",15,1,0,2,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/settings/select.js",50,1,1,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/settings/textarea.js",36,1,0,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/settings.js",509,10,1,34,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/share.js",59,7,3,8,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/sounds.js",79,3,5,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/taskbar.js",112,4,2,11,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/templates.js",14,2,0,3,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/topicSelect.js",85,4,4,7,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/modules/uploader.js",107,4,3,10,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/overrides.js",98,7,1,13,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/translator.js",257,9,9,15,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/utils.js",394,10,0,40,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/variables.js",42,2,0,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/src/widgets.js",86,4,1,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/ace/snippets/html_completions.js",1,1,0,1,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/ace/snippets/json.js",1,1,0,1,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/bootstrap-tagsinput/bootstrap-tagsinput.min.js",507,18,6,41,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/deserialize/jquery.deserialize.min.js",8,4,2,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/event/jquery.event.drag.js",402,7,0,26,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/event/jquery.event.drop.js",302,4,0,19,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/serializeObject/jquery.ba-serializeobject.min.js",9,2,0,3,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/jquery.timeago.min.js",16,3,5,13,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.ar.js",97,1,1,13,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.bg.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.bs.js",49,0,0,8,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.ca.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.cy.js",21,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.cz.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.da.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.de.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.el.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.en-short.js",21,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.en.js",21,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.es.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.et.js",19,0,0,11,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.fa.js",22,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.fi.js",28,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.fr-short.js",16,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.fr.js",17,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.gl.js",19,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.he.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.hr.js",49,0,0,8,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.hu.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.hy.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.id.js",19,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.is.js",20,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.it.js",16,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.ja.js",20,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.jv.js",19,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.ko.js",17,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.lt.js",21,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.mk.js",21,1,0,1,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.nl.js",21,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.no.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.pl.js",31,1,1,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.pt-br.js",19,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.pt.js",16,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.ro.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.rs.js",50,0,0,8,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.ru.js",34,1,1,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.sk.js",19,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.sl.js",45,0,0,8,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.sv.js",18,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.th.js",21,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.tr.js",16,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.uk.js",34,1,1,6,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.uz.js",20,0,0,5,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.vi.js",21,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.zh-CN.js",20,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/jquery/timeago/locales/jquery.timeago.zh-TW.js",21,0,0,0,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/semver/semver.browser.js",1047,21,39,37,0
"NodeBB","/Users/keheliya/dev/top_hybrid/NodeBB/public/vendor/tinycon/tinycon.js",267,2,0,20,0
